domain,sheet_type,head,relation,tail,vote
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_help_with_everything,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_alway_available_to_satisfy_you,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,CONTRARY_TO,can_speak_4_language,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,can_speak_Greek,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,CONTRARY_TO,can_speak_English,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,can_speak_Arabic,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_give_beautiful_hospitality,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,kind_hospitality_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,charming_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_answer_with_smile,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_agree_to_every_request,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_give_arrival_explanation,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_help_with_all_question,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_help_with_everything_needed,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,upgrade_room_free,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,personal_attention_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_left_clear_information_for_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_left_precise_information_for_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_send_phot_for_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,sympathy_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_speak_French,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_settle_early,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_think_all_detail,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_take_care_late_check-in,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_take_care_for_adapter,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_help_find_rental_car,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,accompanying_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,advising_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_communicate_before_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_try_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_answer_everything,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_take_care_well-being_of_guest,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,CONTRARY_TO,incredible_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,soulful_atmosphere_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,greeting_with_smile,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,respond_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_call_us_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_no_charge_lost_room_ticket,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_give_pleasant_feeling,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_confirm_arrival_time,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,pleasant_welcome,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_help_order_taxi_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_wait_for_check-in_at_3am,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,service_of_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,accommodated_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_give_early_check-in,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_give_early_check-out,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_arrange_transfer_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_give_instruction_to_get_to_hotel,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_pick_up_at_bus_stop,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_allow_leave_thing_after_check-out,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_clean_everyday,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_solve_problem_instantly,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_wait_until_2am,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_organize_fast_transfer,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_solve_wish_immediately,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_solve_problem_immediately,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_welcome_in_French,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,CONTRARY_TO,top_notch_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,sympathy_of_restaurant_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,super_service_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_help_immediately_with_adapter,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_drive_me_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,can_request_adapter,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,can_request_socket,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,efficient_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,cordial_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,quiet_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,CONTRARY_TO,top_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,constructive_attitude_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_explain,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_do_everything_to_compensate_inconvenience,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_prepare_a_lot,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_prepare_pool,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_prepare_play_room,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_prepare_roof_garden,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_communicate_well_French,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,willing_to_help_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,warm_welcome_in_French,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,perfect_welcome_at4am_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,staff_alway_smile,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,willingness_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_understand_English_well,NOT_CONTRARY,warm_service_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,helpful_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,easy_to_communicate_with,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,nice_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,great_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,lovely_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_show_how_nearby_bus_take_to_town_center,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_show_how_nearby_bus_take_to_airport,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,amazing_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,beyond_expectation,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_take_time_to_explain,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,friendliest_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,friendly_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,nice_to_talk_to,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,exceptional_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_go_out_of_their_way_for_us,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,welcoming_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_like_staying_with_family,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_make_it,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,supportive_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_help_with_all_our_wish,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_bring_back,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_buy_fresh_food,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,kind_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,accommodating_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,wonderful_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,polite_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,caring_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,great_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_explain_information_clearly,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,hospitality_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,warm_welcome_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_organize_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_order_taxi_for_us,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,good_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_reach_out_when_reception_close,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,lovely_smiling_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_alway_assist,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,eager_to_assist,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_not_do_enough_for_guest,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,friendly_personal_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,excellent_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,hospitable_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,excellent_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,impressed_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_email_to_ask_arriving_time,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,perfect_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,fantastic_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,kindest_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,able_to_accommodate_specific_need,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,impeccable_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,kind_personal_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,convenient_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_make_everything_possible,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_let_us_into_room_soon,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_arrange_airport_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_quick_check-in,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,stored_luggage_for_us,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_call_taxi_for_us,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_agile_to_respond,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,congenial_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,relative-like_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,kind_service,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,smiling_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_make_difference,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,exceed_expectation,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_aware_late_arraival,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_track_flight,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_offer_food,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_offer_drink,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,helpful_indication,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,pleasant_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_speak_perfect_English,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_late_check-in_simple,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_feel_at_home,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,big_smile,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,friendly_service,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,attentive_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,superb_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,reachable_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,informative,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,reassuring_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,5_star_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,lend_adaptor,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,professional_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_arrange_car_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_arrange_taxi_from_airport,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,delightful_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,eager_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_stay_enjoyable,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_allow_early_check-in_in_morning,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_print_off_flight_documentation,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_book_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_allow_to_keep_room_longer_because_flight_cancelled,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_responsive_to_pre-arrival_question,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,happy_to_help_with_Covid_restriction,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,felt_like_home_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_feel_like_home,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,happy_to_help_any_situation,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,happy_to_help_any_question,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_recommend_place_to_visit,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,easy_to_deal_with,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,gone_above_and_beyond_to_help_us,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_arrange_taxi_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,alway_smile,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,glad_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,fantastic_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,quick_response_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,flexible_to_our_schedule,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_wait_for_arrival_after_open_hour,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_room_ready_early,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,great_energy_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_sure_we_had_great_stay,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,customer-centric_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_free_room_upgrade,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_sure_we_had_everything,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_help_any_possible_way,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_take_to_room,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_prime_parking,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,pleasing_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,good_communication,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_keen_to_please,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,brilliant_communication_prior_arrival,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_nothing_too_much_for_them,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,willing_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,make_stay_enjoyable,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_ensure_our_stay_plesant,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,great_hospitality_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,best_staff_ever,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,pleased_by_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_with_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,satisfied_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_facilitate_shuttle_service_from_airport,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,responsive_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,great_management,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_borrow_converter,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_borrow_luggage_scale,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,effective_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,good_customer_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_take_are_of_girl,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,kind-hearted_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_recommend_place,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_recommend_route,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,superb_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,good_team,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,good_hospitality_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,willing_people,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,ready_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_invite_to_sit,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_invite_to_drink,No
